book,chapter,verse,text
1 Maccabees,35,14,"Now in the hundred and seventy-second year Sovereign Dĕmĕtrios gathered his forces together, and went into Maḏai to gain help to fight against Truphon. 2 But when Arsakĕs, the sovereign of Paras and Maḏai, heard that Dĕmĕtrios had entered within his borders, he sent one of his princes to take him alive, 3 who went and smote the army of Dĕmĕtrios, and took him and brought him to Arsakĕs, by whom he was put under guard. 4 As for the land of Yahuḏah, it was quiet all the days of Shim’on; for he sought the good of his nation in MAQQAḆIM 1 1498 order that his authority and honour pleased them well all the days. 5 And as he was honourable in all his deeds, so in this, that he took Yapho for a harbour, and made an entrance to the islands of the sea, 6 and enlarged the boundary of his nation, and recovered the land, 7 and gathered together a great number of captives, and had the reign of Gezer, and Bĕyth Tsur, and the tower, out of the which he took all uncleanness, neither was there any that resisted him. 8 Then they tilled their ground in peace, and the earth gave its increase, and the trees of the field their fruit. 9 All the old men sat in the streets, speaking good words together, and the young men put on splendid armour."
1 Maccabees,35,10,"He provided food for the cities, and appointed in them all manner of fortification, so that his honourable name was known to the ends of the world."
1 Maccabees,35,11,"He made peace in the land, and Yisra’ĕl rejoiced with great joy,"
1 Maccabees,35,12,"for every man sat under his vine and his fig tree, and there was none to trouble them,"
1 Maccabees,35,13,"neither was there any left in the land to fight against them. The sovereigns themselves were also overthrown in those days,"
1 Maccabees,35,14,"and he strengthened all those of his people that were brought low. He searched out the Law, and he removed every despiser of the Law and wicked person."
1 Maccabees,35,15,"He adorned the Miqdash, and multiplied vessels for the Hĕyḵal."
1 Maccabees,35,16,"Now when it was heard in Rome, and as far as Sparta, that Yahonathan was dead, they were very sorry,"
1 Maccabees,36,1,MACCABEES 1499
1 Maccabees,36,17,"but as soon as they heard that his brother Shim’on was made kohĕn ha’gadol in his place, and ruled the country, and the cities there,"
1 Maccabees,36,18,"they wrote to him on tablets of bronze, to renew the friendship and alliance which they had made with Yahuḏah and Yahonathan his brothers;"
1 Maccabees,36,19,writings which were read before the assembly at Yerushalayim.
1 Maccabees,36,20,"And this is the copy of the letters that the Lakedaemonians sent: “The rulers of the Lakedaemonians, with the city, to Shim’on the kohĕn ha’gadol, and the elders, and kohenim, and remnant of the people of the Yahuḏim, our brothers, greetings."
1 Maccabees,36,21,"“The ambassadors that were sent to our people informed us of your esteem and honour, therefore we were glad of their coming,"
1 Maccabees,36,22,"and registered the words that they spoke in the council of the people in this manner: ‘Numĕnios son of Antioḵos, and Antipater son of Yason, the Yahuḏim’s ambassadors, came to us to renew the friendship they had with us,"
1 Maccabees,36,23,"and it pleased the people to receive the men honourably, and to put the copy of their message in public record, so that the people of the Lakedaemonians might have a memorial of it. Furthermore we have written a copy of it to Shim’on the kohĕn ha’gadol.’ ”"
1 Maccabees,36,24,After this Shim’on sent Numĕnios to Rome with a great golden shield of one thousand minas weight to confirm the alliance with them.
1 Maccabees,36,25,"When the people heard of this, they said, “What thanks shall we give to Shim’on and his sons?"
1 Maccabees,36,26,"“For he and his brothers and the house of his father have established Yisra’ĕl, and chased away their enemies from them in battle, and confirmed their freedom.” MAQQAḆIM 1 1500"
1 Maccabees,36,27,"So then they wrote it on tablets of bronze, which they placed on columns in Mount Tsiyon. And this is the copy of the writing: “The eighteenth day of the month Elul, in the hundred and seventy-second year, being the third year of Shim’on the kohĕn ha’gadol,"
1 Maccabees,36,28,"at Asaramel in the great assembly of the kohenim and people and rulers of the nation and elders of the country, these words were declared to us."
1 Maccabees,36,29,"“Since many times there have been battles in the country, for which the maintenance of their Miqdash, and the Law, Shim’on the son of Mattithyahu, of the descendants of Yariḇ, together with his brothers, put themselves in danger, and resisting the enemies of their nation did their nation great honour."
1 Maccabees,36,30,"“For after Yahonathan, having gathered his nation together, and been their kohĕn ha’gadol, was added to his people,"
1 Maccabees,36,31,"their enemies prepared to invade their country, that they might destroy it, and lay hands on the Miqdash."
1 Maccabees,36,32,"“At which time Shim’on rose up, and fought for his nation, and spent much of his own wealth, and armed the brave men of his nation and gave them wages,"
1 Maccabees,36,33,"and fortified the cities of Yahuḏah, together with Bĕyth Tsur that lies on the borders of Yahuḏah, where the armour of the enemies had been before; but he positioned a garrison of Yahuḏim there."
1 Maccabees,36,34,"“He also fortified Yapho, which lies on the coast, and Gezer, that borders on Ashdoḏ, where the enemies had dwelt before. And he appointed Yahuḏim there, and supplied them with all matters necessary for its repairs.”"
1 Maccabees,36,35,"So the people sang the deeds of Shim’on, and to what esteem he thought to bring his nation, making him their governor and chief kohĕn, because he had done all these matters, and for the Right-Ruling and belief which he guarded for his nation, and that by all means he sought to exalt his people."
1 Maccabees,37,1,MACCABEES 1501
1 Maccabees,37,36,"For in his time matters prospered in his hands, so that the gentiles were taken out of their country, and also those that were in the city of Dawiḏ in Yerushalayim who had made themselves a tower from which they came out and polluted all around the Miqdash and did much evil in the qodesh place."
1 Maccabees,37,37,"But he appointed Yahuḏim in it and fortified it for the safety of the country and the city, and raised up the walls of Yerushalayim."
1 Maccabees,37,38,"Sovereign Dĕmĕtrios also confirmed him in the high kehunnah according to those matters,"
1 Maccabees,37,39,"and made him one of his friends, and honoured him with great honour."
1 Maccabees,37,40,"For he had heard it said, that the Romans had called the Yahuḏim their friends and allies and brothers; and that they had entertained the ambassadors of Shim’on honourably."
1 Maccabees,37,41,"Also that the Yahuḏim and kohenim were well pleased that Shim’on should be their governor and kohĕn ha’gadol forever, until there should arise a trustworthy naḇi."
1 Maccabees,37,42,"That he should also be their leader, and would take charge of the Miqdash, to appoint them over their works, and over the country, and over the armoury, and over the fortresses."
1 Maccabees,37,43,"Besides this, that he should be obeyed by every man, and that all the writings in the country should be made in his name, and that he should be clothed in purple and wear gold."
1 Maccabees,37,44,"Also that it should be not allowed for the people or kohenim to break any of these matters, or to refute his words, or to gather an assembly in the country without him, or to be clothed in purple, or wear a gold buckle;"
1 Maccabees,37,45,"and whoever should do otherwise, or break any of these matters should be punished."
1 Maccabees,37,46,"So it pleased all the people to establish Shim’on, and to do as had been said. MAQQAḆIM 1 1502"
1 Maccabees,37,47,"Then Shim’on accepted this, and was well pleased to be kohĕn ha’gadol, and leader and governor of the Yahuḏim and kohenim, and to defend them all."
1 Maccabees,37,48,"So they commanded that this writing should be put on tablets of bronze, and that they should be put up within the surrounds of the Miqdash in a conspicuous place;"
1 Maccabees,37,49,"also that the copies of this should be stored in the treasury, so that Shim’on and his sons might have them."
1 Maccabees,37,15,"Now Antioḵos son of Dĕmĕtrios the sovereign sent letters from the islands of the sea to Shim’on the kohĕn and prince of the Yahuḏim, and to all the people; 2 the contents of which were these: “Sovereign Antioḵos to Shim’on the kohĕn ha’gadol and leader of his nation, and to the people of the Yahuḏim, greetings. 3 “Since some troublesome men have usurped the reign of our fathers, and my purpose is to challenge it again that I may restore it to the old estate, and to that end have gathered a multitude of foreign soldiers together and prepared ships of battle; 4 my purpose also being to go through the country that I may be avenged of those that have destroyed it and made many cities in the reign desolate. 5 “Now therefore I confirm to you all the offerings which the sovereigns before me granted you, and also whatever gifts they granted. 6 “I allow you to coin silver for your country with your own stamp. 7 “And concerning Yerushalayim and the Miqdash; let them be free, and all the armour that you have made, and fortresses that you have built, and keep in your hands, let them remain with you."
